Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
3d-print-pricing-calculator,"3D Print Pricing Calculator",1.3.8,1.3.7,https://downloads.wordpress.org/plugin/3d-print-pricing-calculator.1.3.8.zip,"2025-09-01 01:28:00",https://wordpress.org/plugins/3d-print-pricing-calculator/,5.7,7.4,10
admin-site-enhancements,"Admin and Site Enhancements (ASE)",7.9.8,7.9.7,https://downloads.wordpress.org/plugin/admin-site-enhancements.7.9.8.zip,"2025-09-01 00:05:00",https://wordpress.org/plugins/admin-site-enhancements/,4.6,5.6,200000
easync-booking,"Free Booking Plugin for Hotels, Restaurants and Car Rentals – eaSYNC Booking",1.3.24,1.3.16,https://downloads.wordpress.org/plugin/easync-booking.1.3.24.zip,"2025-09-01 01:07:00",https://wordpress.org/plugins/easync-booking/,3.0,5.6,100
gspeech,"GSpeech TTS – WordPress Text To Speech Plugin",3.17.11,3.17.10,https://downloads.wordpress.org/plugin/gspeech.3.17.11.zip,"2025-09-01 02:04:00",https://wordpress.org/plugins/gspeech/,3.5,,3000
gti-factura,"GTI Factura",2.9,2.7,https://downloads.wordpress.org/plugin/gti-factura.2.9.zip,"2025-09-01 02:15:00",https://wordpress.org/plugins/gti-factura/,5.4,7.4,10
verse-of-the-day-widget-for-wp,"Verse of the Day Widget for WP",8.1.23,8.1.22,https://downloads.wordpress.org/plugin/verse-of-the-day-widget-for-wp.zip,"2025-09-01 01:35:00",https://wordpress.org/plugins/verse-of-the-day-widget-for-wp/,6.6,,10
wc-vendors,"WC Vendors – WooCommerce Multivendor, WooCommerce Marketplace, Product Vendors",2.6.1,2.6.0,https://downloads.wordpress.org/plugin/wc-vendors.2.6.1.zip,"2025-09-01 00:44:00",https://wordpress.org/plugins/wc-vendors/,5.3.0,7.4,5000
wp-easycart,"Shopping Cart & eCommerce Store",5.8.10,5.8.8,https://downloads.wordpress.org/plugin/wp-easycart.5.8.10.zip,"2025-09-01 01:42:00",https://wordpress.org/plugins/wp-easycart/,,,4000
wpdm-premium-packages,"Premium Packages – Sell Digital Products Securely",6.0.5,6.0.4,https://downloads.wordpress.org/plugin/wpdm-premium-packages.6.0.5.zip,"2025-09-01 00:04:00",https://wordpress.org/plugins/wpdm-premium-packages/,5.3,,3000
job-board-for-workable,"Job Board for Workable",1.0.0,,https://downloads.wordpress.org/plugin/job-board-for-workable.1.0.0.zip,"2025-09-01 00:53:00",https://wordpress.org/plugins/job-board-for-workable/,5.8,7.4,0
adirectory,"aDirectory – WP Business Directory Plugin and Classified Ads Listings Directory",2.8.7,2.8.6,https://downloads.wordpress.org/plugin/adirectory.2.8.7.zip,"2025-09-01 03:41:00",https://wordpress.org/plugins/adirectory/,6.0,7.4,800
auto-robot,"Auto Robot – WP Autoblogging and RSS Feed News Aggregator",4.0.2,4.0.1,https://downloads.wordpress.org/plugin/auto-robot.zip,"2025-09-01 03:35:00",https://wordpress.org/plugins/auto-robot/,4.0,,90
cloudsecure-wp-security,"CloudSecure WP Security",1.3.18,1.3.17,https://downloads.wordpress.org/plugin/cloudsecure-wp-security.1.3.18.zip,"2025-09-01 03:56:00",https://wordpress.org/plugins/cloudsecure-wp-security/,5.3.15,7.1,70000
include-klaviyo-for-elementor-pro,"Include Klaviyo for Elementor pro",5.0.1,5.0,https://downloads.wordpress.org/plugin/include-klaviyo-for-elementor-pro.5.0.1.zip,"2025-09-01 02:43:00",https://wordpress.org/plugins/include-klaviyo-for-elementor-pro/,5.4,,2000
wpc-product-table,"WPC Product Table for WooCommerce",3.1.1,3.1.0,https://downloads.wordpress.org/plugin/wpc-product-table.zip,"2025-09-01 03:55:00",https://wordpress.org/plugins/wpc-product-table/,4.0,,100
chat-on-desk,"Chat On Desk Order Notifications – WooCommerce",1.0.5,1.0.3,https://downloads.wordpress.org/plugin/chat-on-desk.1.0.5.zip,"2025-09-01 04:07:00",https://wordpress.org/plugins/chat-on-desk/,4.6,5.6,0
disco,"Disco – Dynamic Discount Plugin for WooCommerce",1.2.66,1.2.65,https://downloads.wordpress.org/plugin/disco.1.2.66.zip,"2025-09-01 04:23:00",https://wordpress.org/plugins/disco/,4.4,5.6,300
sms-alert,"SMS Alert Order Notifications – WooCommerce",3.8.8,3.8.7,https://downloads.wordpress.org/plugin/sms-alert.3.8.8.zip,"2025-09-01 04:04:00",https://wordpress.org/plugins/sms-alert/,4.6,5.6,4000
wpc-force-sells,"WPC Force Sells for WooCommerce",6.3.4,6.3.3,https://downloads.wordpress.org/plugin/wpc-force-sells.6.3.4.zip,"2025-09-01 04:09:00",https://wordpress.org/plugins/wpc-force-sells/,4.0,,600
backup,"JetBackup – Backup, Restore & Migrate",3.1.12.3,3.1.11.1,https://downloads.wordpress.org/plugin/backup.3.1.12.3.zip,"2025-09-01 04:58:00",https://wordpress.org/plugins/backup/,6.0,7.4,30000
cb-aacf7,"CB AI Autoreply for Contact Form 7",2.3.2,2.3.1,https://downloads.wordpress.org/plugin/cb-aacf7.zip,"2025-09-01 04:50:00",https://wordpress.org/plugins/cb-aacf7/,5.0,7.4,0
delicious-recipes,"WP Delicious – Recipe Plugin for Food Bloggers (formerly Delicious Recipes)",1.8.8,1.8.7,https://downloads.wordpress.org/plugin/delicious-recipes.1.8.8.zip,"2025-09-01 05:23:00",https://wordpress.org/plugins/delicious-recipes/,5.1,7.4,5000
phone-orders-for-woocommerce,"Phone Orders for WooCommerce",3.10.0,3.9.9,https://downloads.wordpress.org/plugin/phone-orders-for-woocommerce.3.10.0.zip,"2025-09-01 05:02:00",https://wordpress.org/plugins/phone-orders-for-woocommerce/,4.8,5.4.0,1000
post-smtp,"Post SMTP – WP SMTP Plugin with Email Logs and Mobile App for Failure Notifications – Gmail SMTP, Office 365, Brevo, Mailgun, Amazon SES and more",3.4.2,3.4.1,https://downloads.wordpress.org/plugin/post-smtp.3.4.2.zip,"2025-09-01 04:52:00",https://wordpress.org/plugins/post-smtp/,5.6.0,7.0,400000
timeline-module-for-divi,"Timeline Module for Divi",1.1.3,1.1.0,https://downloads.wordpress.org/plugin/timeline-module-for-divi.1.1.3.zip,"2025-09-01 05:17:00",https://wordpress.org/plugins/timeline-module-for-divi/,5.0,7.2,1000
woo-order-export-lite,"Advanced Order Export For WooCommerce",4.0.4,4.0.2,https://downloads.wordpress.org/plugin/woo-order-export-lite.4.0.4.zip,"2025-09-01 04:56:00",https://wordpress.org/plugins/woo-order-export-lite/,4.7,8.1.0,100000
wp-carousel-free,"Carousel, Slider, Photo Gallery with Lightbox, Video Slider, by WP Carousel",2.7.7,2.7.6,https://downloads.wordpress.org/plugin/wp-carousel-free.2.7.7.zip,"2025-09-01 04:48:00",https://wordpress.org/plugins/wp-carousel-free/,5.0,7.0.0,70000
listdom-ads,"Listdom Ads Addon – Display Ads on Listing Pages",1.7.0,,https://downloads.wordpress.org/plugin/listdom-ads.1.7.0.zip,"2025-09-01 04:46:00",https://wordpress.org/plugins/listdom-ads/,4.2,7.2,0
blocks-custom-css,"Custom CSS for Gutenberg Blocks",1.0.3,1.0.2,https://downloads.wordpress.org/plugin/blocks-custom-css.1.0.3.zip,"2025-09-01 06:18:00",https://wordpress.org/plugins/blocks-custom-css/,6.5,7.0,30
