Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
docs,Docs,1.0.1,1.0.0,https://downloads.wordpress.org/plugin/docs.1.0.1.zip,"2026-04-01 01:11:00",https://wordpress.org/plugins/docs/,6.9,,50
email-and-domain-blocker,"Email and Domain Blocker for WooCommerce",1.2,1.1,https://downloads.wordpress.org/plugin/email-and-domain-blocker.1.2.zip,"2026-04-01 01:58:00",https://wordpress.org/plugins/email-and-domain-blocker/,5.8,7.2,300
flexilay-gateway-for-woocommerce,"FlexiLay Gateway for WooCommerce",1.2.6.2,1.2.6.0,https://downloads.wordpress.org/plugin/flexilay-gateway-for-woocommerce.1.2.6.2.zip,"2026-04-01 03:25:00",https://wordpress.org/plugins/flexilay-gateway-for-woocommerce/,6.0,7.4,0
giftflow,"GiftFlow – Donation & Fundraising",1.0.11,1.0.10,https://downloads.wordpress.org/plugin/giftflow.1.0.11.zip,"2026-04-01 02:30:00",https://wordpress.org/plugins/giftflow/,6.0,7.4,0
library-management-system,"Library Management System",3.5.6,3.5.5,https://downloads.wordpress.org/plugin/library-management-system.3.5.6.zip,"2026-04-01 02:09:00",https://wordpress.org/plugins/library-management-system/,5.0,7.4,300
linguise,"Linguise – AI Automatic Multilingual Translation",2.2.37,2.2.36,https://downloads.wordpress.org/plugin/linguise.2.2.37.zip,"2026-04-01 02:28:00",https://wordpress.org/plugins/linguise/,4.0,7.0,1000
mh-free-gifts-for-woocommerce,"MH Free Gifts for WooCommerce",1.1.1,1.1.0,https://downloads.wordpress.org/plugin/mh-free-gifts-for-woocommerce.1.1.1.zip,"2026-04-01 03:28:00",https://wordpress.org/plugins/mh-free-gifts-for-woocommerce/,6.0,7.4,100
mkjb-ai-seo-faq-schema,"MKJB AI SEO FAQ Schema",1.2.2,1.2.1,https://downloads.wordpress.org/plugin/mkjb-ai-seo-faq-schema.1.2.2.zip,"2026-04-01 01:01:00",https://wordpress.org/plugins/mkjb-ai-seo-faq-schema/,6.0,8.0,0
optin,"WowOptin: Next-Gen Popup Maker – Create Stunning Popups and Optins for Lead Generation",1.4.32,1.4.31,https://downloads.wordpress.org/plugin/optin.1.4.32.zip,"2026-04-01 03:10:00",https://wordpress.org/plugins/optin/,6.4,7.4,1000
pageapp,PageApp,1.5.5,1.5.4,https://downloads.wordpress.org/plugin/pageapp.1.5.5.zip,"2026-04-01 02:52:00",https://wordpress.org/plugins/pageapp/,4.0,,10
unlock-to-view,Unlock-To-View,1.2.4,1.2.3,https://downloads.wordpress.org/plugin/unlock-to-view.1.2.4.zip,"2026-04-01 01:17:00",https://wordpress.org/plugins/unlock-to-view/,5.0,7.4,0
wp-health,"WP Umbrella: Update Backup Restore & Monitoring",2.22.1,2.22.0,https://downloads.wordpress.org/plugin/wp-health.v2.22.1.zip,"2026-04-01 02:02:00",https://wordpress.org/plugins/wp-health/,5.8,7.4,60000
wp-stripe-global-payments,"China Payments Plugin | Accept WeChat Pay, Alipay & UnionPay | Chinese Checkout Optimization",3.5.1,3.5.0,https://downloads.wordpress.org/plugin/wp-stripe-global-payments.3.5.1.zip,"2026-04-01 02:51:00",https://wordpress.org/plugins/wp-stripe-global-payments/,5.1,7.4,300
x-currency,"X-Currency – The Ultimate WooCommerce currency switcher for a smoother shopping experience",2.5.0,2.4.2,https://downloads.wordpress.org/plugin/x-currency.2.5.0.zip,"2026-04-01 00:48:00",https://wordpress.org/plugins/x-currency/,6.5,7.4,1000
loginaura,LoginAura,1.0.0,,https://downloads.wordpress.org/plugin/loginaura.1.0.0.zip,"2026-04-01 02:26:00",https://wordpress.org/plugins/loginaura/,5.9,7.4,0
seo-content-publisher-for-8ight-ai,"SEO Content Publisher for 8ight.ai",1.0.2,,https://downloads.wordpress.org/plugin/seo-content-publisher-for-8ight-ai.1.0.2.zip,"2026-04-01 02:37:00",https://wordpress.org/plugins/seo-content-publisher-for-8ight-ai/,5.8,7.4,0
abtestkit,"abtestkit – AB testing for WooCommerce",1.3.2,1.3.1,https://downloads.wordpress.org/plugin/abtestkit.1.3.2.zip,"2026-04-01 05:20:00",https://wordpress.org/plugins/abtestkit/,6.3,7.4,10
blockspare,"BlockSpare — News, Magazine and Blog Addons for (Gutenberg) Block Editor",3.3.3,3.3.0,https://downloads.wordpress.org/plugin/blockspare.zip,"2026-04-01 05:53:00",https://wordpress.org/plugins/blockspare/,4.9,5.3,10000
buttonflow,"ButtonFlow – Sticky Floating Mobile Button for Call, Messaging & Booking",1.2.0,1.1.0,https://downloads.wordpress.org/plugin/buttonflow.1.2.0.zip,"2026-04-01 04:28:00",https://wordpress.org/plugins/buttonflow/,6.5,8.0,0
captcha-for-contact-form-7,"SilentShield – Captcha & Anti-Spam for WordPress (CF7, WPForms, Elementor, WooCommerce)",2.6.11,2.6.9,https://downloads.wordpress.org/plugin/captcha-for-contact-form-7.zip,"2026-04-01 05:30:00",https://wordpress.org/plugins/captcha-for-contact-form-7/,5.2,7.4,10000
codex-bvwp,"CodeX BVWP",1.0.3,1.0.0,https://downloads.wordpress.org/plugin/codex-bvwp.1.0.3.zip,"2026-04-01 03:46:00",https://wordpress.org/plugins/codex-bvwp/,5.8,7.4,0
conditional-fields-for-elementor-form,"Conditional Fields for Elementor Form – Apply Conditional Logic",1.6.5,1.6.4,https://downloads.wordpress.org/plugin/conditional-fields-for-elementor-form.1.6.5.zip,"2026-04-01 04:49:00",https://wordpress.org/plugins/conditional-fields-for-elementor-form/,5.0,7.2,10000
country-code-field-for-elementor-form,"Country Code For Elementor Form Telephone Field",1.6.4,1.6.3,https://downloads.wordpress.org/plugin/country-code-field-for-elementor-form.1.6.4.zip,"2026-04-01 04:54:00",https://wordpress.org/plugins/country-code-field-for-elementor-form/,5.0,7.2,10000
custom-store-locator,"Custom WP Store Locator",2.0.0,1.5.1.2,https://downloads.wordpress.org/plugin/custom-store-locator.2.0.0.zip,"2026-04-01 05:58:00",https://wordpress.org/plugins/custom-store-locator/,6.0,7.4,400
easy-mcp-ai,"Easy MCP AI",1.2.0,1.1.1,https://downloads.wordpress.org/plugin/easy-mcp-ai.1.2.0.zip,"2026-04-01 04:05:00",https://wordpress.org/plugins/easy-mcp-ai/,6.0,7.4,50
flexilay-gateway-for-woocommerce,"FlexiLay Gateway for WooCommerce",1.2.6.6,1.2.6.2,https://downloads.wordpress.org/plugin/flexilay-gateway-for-woocommerce.1.2.6.6.zip,"2026-04-01 05:33:00",https://wordpress.org/plugins/flexilay-gateway-for-woocommerce/,6.0,7.4,0
form-masks-for-elementor,"Form Input Masks For Elementor Forms",2.6.2,2.6.1,https://downloads.wordpress.org/plugin/form-masks-for-elementor.2.6.2.zip,"2026-04-01 04:57:00",https://wordpress.org/plugins/form-masks-for-elementor/,5.5,7.4,10000
instawp-connect,"InstaWP Connect – 1-click WP Staging & Migration",0.1.3.0,0.1.2.9,https://downloads.wordpress.org/plugin/instawp-connect.0.1.3.0.zip,"2026-04-01 05:47:00",https://wordpress.org/plugins/instawp-connect/,5.6,7.0,40000
live-composer-page-builder,"Live Composer – Free WordPress Website Builder",2.1.11,2.1.10,https://downloads.wordpress.org/plugin/live-composer-page-builder.2.1.11.zip,"2026-04-01 05:01:00",https://wordpress.org/plugins/live-composer-page-builder/,6.0,7.4,10000
mask-form-elementor,"Input Mask For Elementor Form Fields",4.3.4,4.3.3,https://downloads.wordpress.org/plugin/mask-form-elementor.4.3.4.zip,"2026-04-01 05:08:00",https://wordpress.org/plugins/mask-form-elementor/,5.0,7.2,20000
materials-for-woocommerce,"Product Materials for WooCommerce – MadeOf",1.0.6,1.0.5,https://downloads.wordpress.org/plugin/materials-for-woocommerce.1.0.6.zip,"2026-04-01 05:32:00",https://wordpress.org/plugins/materials-for-woocommerce/,4.4,5.6,100
myd-delivery,"MyD Delivery",1.7.1,1.7,https://downloads.wordpress.org/plugin/myd-delivery.1.7.1.zip,"2026-04-01 04:03:00",https://wordpress.org/plugins/myd-delivery/,5.5,7.4,100
planeta-envios-for-woocommerce,"Planeta Envíos for WooCommerce",2.1.3,2.1.1,https://downloads.wordpress.org/plugin/planeta-envios-for-woocommerce.2.1.3.zip,"2026-04-01 04:06:00",https://wordpress.org/plugins/planeta-envios-for-woocommerce/,5.0,7.4,0
pricepress-dynamic-pricing-for-woocommerce,"PricePress – Advanced Dynamic Pricing and Discount Rules for WooCommerce",2.0.0,1.1.1,https://downloads.wordpress.org/plugin/pricepress-dynamic-pricing-for-woocommerce.2.0.0.zip,"2026-04-01 05:58:00",https://wordpress.org/plugins/pricepress-dynamic-pricing-for-woocommerce/,5.8,7.4,0
usc-e-shop,"Welcart e-Commerce",2.11.28,2.11.27,https://downloads.wordpress.org/plugin/usc-e-shop.2.11.28.zip,"2026-04-01 04:15:00",https://wordpress.org/plugins/usc-e-shop/,5.6,7.4,10000
woo-bigpost-shipping,"Big Post Shipping for WooCommerce",2.2.5,2.2.4,https://downloads.wordpress.org/plugin/woo-bigpost-shipping.zip,"2026-04-01 04:58:00",https://wordpress.org/plugins/woo-bigpost-shipping/,4.7,5.2.4,100
wp-before-after-image-slider,"WP Before After Image Slider – Advanced Image and Video Comparison Plugin for WordPress",2.3.0,2.2.3,https://downloads.wordpress.org/plugin/wp-before-after-image-slider.2.3.0.zip,"2026-04-01 05:12:00",https://wordpress.org/plugins/wp-before-after-image-slider/,6.0,7.4,900
trustie,Trustie,1.0.5,,https://downloads.wordpress.org/plugin/trustie.1.0.5.zip,"2026-04-01 05:31:00",https://wordpress.org/plugins/trustie/,6.0,7.4,0
advanced-autocomplete-orders-for-woocommerce,"Advanced Autocomplete Orders for WooCommerce – By HappyDevs",1.0.18,1.0.17,https://downloads.wordpress.org/plugin/advanced-autocomplete-orders-for-woocommerce.1.0.18.zip,"2026-04-01 06:31:00",https://wordpress.org/plugins/advanced-autocomplete-orders-for-woocommerce/,4.4,7.4,100
advanced-chart-for-elementor,"Advanced Chart for Elementor",1.10.20,1.10.18,https://downloads.wordpress.org/plugin/advanced-chart-for-elementor.1.10.20.zip,"2026-04-01 06:53:00",https://wordpress.org/plugins/advanced-chart-for-elementor/,5.7.0,5.6,100
advanced-image-hover-effect-for-elementor,"Advanced Image Hover Effect for Elementor",1.11.22,1.11.21,https://downloads.wordpress.org/plugin/advanced-image-hover-effect-for-elementor.1.11.22.zip,"2026-04-01 06:55:00",https://wordpress.org/plugins/advanced-image-hover-effect-for-elementor/,5.7.0,5.6,1000
