Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
bulletproof-security,"BulletProof Security",7.2,7.1,https://downloads.wordpress.org/plugin/bulletproof-security.zip,"2026-05-01 00:02:00",https://wordpress.org/plugins/bulletproof-security/,5.0,7.0,20000
vachr-short-term-rental-reservations,"Vachr Short-Term Rental Reservations",1.9.19,1.9.18,https://downloads.wordpress.org/plugin/vachr-short-term-rental-reservations.zip,"2026-05-01 00:03:00",https://wordpress.org/plugins/vachr-short-term-rental-reservations/,5.0,7.2,0
engagedock-ai-smart-support-assistant,"EngageDock AI – Smart Support Assistant",1.1.0,1.0.0,https://downloads.wordpress.org/plugin/engagedock-ai-smart-support-assistant.1.1.0.zip,"2026-05-01 04:03:00",https://wordpress.org/plugins/engagedock-ai-smart-support-assistant/,6.0,7.4,0
hotelipp,Hotelipp,0.0.4,0.0.3,https://downloads.wordpress.org/plugin/hotelipp.0.0.4.zip,"2026-05-01 03:04:00",https://wordpress.org/plugins/hotelipp/,5.9,7.4,70
kaf-wp-connector,"KAF WordPress Connector",1.3.0,1.1.0,https://downloads.wordpress.org/plugin/kaf-wp-connector.1.3.0.zip,"2026-05-01 01:41:00",https://wordpress.org/plugins/kaf-wp-connector/,5.0,7.4,10
kenta-companion,"Kenta Companion",1.3.4,1.3.3,https://downloads.wordpress.org/plugin/kenta-companion.1.3.4.zip,"2026-05-01 03:06:00",https://wordpress.org/plugins/kenta-companion/,5.4,7.4,2000
mkjb-ai-seo-faq-schema,"AI FAQ Schema by MKJB",1.5.1,1.4.0,https://downloads.wordpress.org/plugin/mkjb-ai-seo-faq-schema.1.5.1.zip,"2026-05-01 01:50:00",https://wordpress.org/plugins/mkjb-ai-seo-faq-schema/,6.0,8.0,0
picment-ai-featured-image-generator,"Picment AI Featured Image Generator",2.0.6,2.0.5,https://downloads.wordpress.org/plugin/picment-ai-featured-image-generator.2.0.6.zip,"2026-05-01 03:34:00",https://wordpress.org/plugins/picment-ai-featured-image-generator/,6.0,7.4,0
poslimitless-booking,"PosLimitless Booking",2.4.3,2.4.2,https://downloads.wordpress.org/plugin/poslimitless-booking.2.4.3.zip,"2026-05-01 01:16:00",https://wordpress.org/plugins/poslimitless-booking/,5.8,7.4,0
revisionary,"PublishPress Revisions: Duplicate Posts, Submit, Approve and Schedule Content Changes",3.8.1,3.8.0,https://downloads.wordpress.org/plugin/revisionary.3.8.1.zip,"2026-05-01 01:40:00",https://wordpress.org/plugins/revisionary/,5.5,7.2.5,10000
