Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
auto-reply-wechat,WeChat微信公众号关键词回复,1.0.5,1.0.3,https://downloads.wordpress.org/plugin/auto-reply-wechat.1.0.5.zip,"2025-08-01 02:18:00",https://wordpress.org/plugins/auto-reply-wechat/,5.3,7.4,40
c3-cloudfront-clear-cache,"C3 Cloudfront Cache Controller",7.1.0,7.0.1,https://downloads.wordpress.org/plugin/c3-cloudfront-clear-cache.7.1.0.zip,"2025-08-01 00:37:00",https://wordpress.org/plugins/c3-cloudfront-clear-cache/,4.9.0,7.4,3000
essential-classy-addons-for-elementor,"Essential Classy Addons for Elementor – Free Elementor Addons and Elementor Templates",3.0.45,3.0.44,https://downloads.wordpress.org/plugin/essential-classy-addons-for-elementor.3.0.45.zip,"2025-08-01 02:05:00",https://wordpress.org/plugins/essential-classy-addons-for-elementor/,6.0,7.4,400
events-calendar-for-google,"Events Calendar for Google",3.2.1,3.2.0,https://downloads.wordpress.org/plugin/events-calendar-for-google.zip,"2025-08-01 01:34:00",https://wordpress.org/plugins/events-calendar-for-google/,4.5,5.6,2000
forms-bridge,"Forms Bridge – Infinite integrations",4.0.2,4.0.1,https://downloads.wordpress.org/plugin/forms-bridge.4.0.2.zip,"2025-08-01 00:29:00",https://wordpress.org/plugins/forms-bridge/,6.7,8.0,10
payment-addons-for-woocommerce,"Payment Gateway for WooCommerce with Stripe – by Pay Addons",1.15.0,1.14.0,https://downloads.wordpress.org/plugin/payment-addons-for-woocommerce.1.15.0.zip,"2025-08-01 01:59:00",https://wordpress.org/plugins/payment-addons-for-woocommerce/,4.9,7.0,20
pgall-for-woocommerce,"워드프레스 결제 심플페이 – 우커머스 결제 플러그인",5.4.5,5.2.11,https://downloads.wordpress.org/plugin/pgall-for-woocommerce.zip,"2025-08-01 02:11:00",https://wordpress.org/plugins/pgall-for-woocommerce/,4.6.0,7.2,1000
schema-scalpel,"Schema Scalpel",1.5,1.4.2,https://downloads.wordpress.org/plugin/schema-scalpel.1.5.zip,"2025-08-01 00:19:00",https://wordpress.org/plugins/schema-scalpel/,3.0,7.0,40
bulletproof-checkout-lite,"BulletProof Payment Gateway",1.0.18,1.0.17,https://downloads.wordpress.org/plugin/bulletproof-checkout-lite.zip,"2025-08-01 03:10:00",https://wordpress.org/plugins/bulletproof-checkout-lite/,,7.4,0
cute-links,"Cute Links – Free Link Branding and Link Cloaker Plugin with Click Tracking",1.0.3,1.0.2,https://downloads.wordpress.org/plugin/cute-links.zip,"2025-08-01 03:29:00",https://wordpress.org/plugins/cute-links/,6.7,7.2,10
global-weather-pro,"Global Weather Pro: Accurate Local Forecasts",1.1.11,1.1.10,https://downloads.wordpress.org/plugin/global-weather-pro.zip,"2025-08-01 04:03:00",https://wordpress.org/plugins/global-weather-pro/,6.6,,0
sd-coupon,"SD Coupon – Free WP Affiliate Discount Coupons Promo Code and Deals Plugin",5.0.0,4.0.2,https://downloads.wordpress.org/plugin/sd-coupon.5.0.0.zip,"2025-08-01 03:49:00",https://wordpress.org/plugins/sd-coupon/,6.7,7.2,0
usedeli,"Deli – AI Enabled Property Search",1.0.2,1.0.1,https://downloads.wordpress.org/plugin/usedeli.1.0.2.zip,"2025-08-01 03:13:00",https://wordpress.org/plugins/usedeli/,6.4,8.0,0
0-day-analytics,"WP Control",2.8.0,2.7.2,https://downloads.wordpress.org/plugin/0-day-analytics.2.8.0.zip,"2025-08-01 04:47:00",https://wordpress.org/plugins/0-day-analytics/,6.0,7.4,10
